name,municipality,iata_code
Palmas del Mar Airstrip,Palmas del Mar,PPD
Hato Rey Heliport,San Juan,
Prasa-La Plata Heliport,Toa Alta,
Fajardo Harbor Seaplane Base,Fajardo,
Squibb Heliport,Humacao,
Hill Heliport,Culebra,
Boqueron Airport,Las Piedras,
Baxter-San German Heliport,San German,
Sabalos Ward Heliport,Mayaguez,
Boqueron Airport,Cabo Rojo,
Rexach Office Building Heliport,Puerto Nuevo,
State Government Number One Heliport,San Juan,
Insular Government Number Two Heliport,San Juan,
Orama-Iayuya Heliport,Jayuya,
Parguera Heliport,Lajas,
Banco Popular Center Heliport,San Juan,
Prasa-Barbosa Heliport,San Juan,
Orocovis Health Center Heliport,Orocovis,
Michael Gonzalez Airport,Adjuntas,
Fort Buchanan Heliport,Guaynabo,
Public Buildings Authority Heliport,San Juan,
Baxter-Aibonito Heliport,Aibonito,
Cullingford Field,Boqueron,
Lajas Airpark,Lajas,
Villa Marina Heliport,Fajardo,
Santa Isabel Airport,Santa Isabel,
R.H. Heliport,Isabela,
Villamil-Mayaguez Mall Heliport,Mayaguez,
Prtc Office Building Heliport,San Juan,
San Juan Steam Plant Heliport,San Juan,
Hospital Alejandro Otero Lopez Heliport,Manati,
Bayamon Regional Hospital Heliport,Bayamon,
San Juan Seaplane Base,San Juan,
Empresas Diaz-Rio Pedras Heliport,San Juan,
Sabanera Heliport,Cidra,
Mora Development Corp Heliport,Hato Rey,
Puerto Heliport,San Juan,
Siocon Airport,,XSO
Jurish Highway Strip H,,
Tallman West Airport,Dauphin,
Sterling Heliport,Croydon,
Heberlig Airport,Newville,
Elephant Path Airport,Perkasie,
Consol Heliport,Pittsburgh,
G & N Airport,Albion,
Snook Airport,Beaver Springs,
Miners Memorial Medical Center Heliport,Coaldale,
Lazy B Ranch Airport,Dover,
Ohioport Heliport,Ohiopyle,
Mc Cardle Farm Airport,Burnham,
Grover Airport,Weatherly,
Boeing Helicopters Center 3 South Heliport,Ridley Park,
Three Mile Island Heliport,Middletown,
Vicars Private Airport,Altoona,
Holy Redeemer Hospital Heliport,Philadelphia,
Marlboro Corporate Park Heliport,Kennett Square,
Pecora Field,Bradford,
Arco Newtown Heliport,Newtown Square,
Fairview Farm Airfield,Pine Grove,
Flying Eagle Airport,Dalmatia,
Hazleton General Hospital Heliport,Hazleton,
Windy Hill Airport,Curwensville,
Brownsville General Hospital Heliport,Brownsville,
Captain's Folly Airport,Gettysburg,
Banning Heliport,Natrona Heights,
Juergensen Airpark and Maritime Facility Airport,Addison,
Penn Dda Inc Heliport,Philadelphia,
Sugan Pond Heliport,Solebury,
Mbb Heliport,West Chester,
Brubaker Heliport,Bethel,
Agere Systems-Lehigh Valley Central Campus Heliport,Allentown,
North Penn Usarc Heliport,Worcester,
Dutch Country Egg Farms Airport,Fredericksburg,
Bert's Airport,Birdsboro - Pottstown,
Downes Airport,Clymer,
Tri-County Heliport,Eckley,
Shenango Valley Medical Center Heliport,Farrell,
Northwest Medical Center Oil City Campus Heliport,Oil City,
Barnes Farmland Airport,Volant,
Operations Center Heliport,Bellwood,
Graystrip Airport,Dublin,
Hamilton Hill Airport,Ebensburg,
Larksville Borough Heliport,Edwardsville Borough,
Hartman Airport,Garrett,
Huf Airport,Harford,
Anzio Heliport,Harrisburg,
Alberter Farms Airport,Johnstown,
7-H Skeet Club Inc. Field,Patton,
Gunden Airport,Perkasie,
Core States - 1st Pa Heliport,Philadelphia,
Morris Heliport,Gettysburg,
C.C. Hospital Heliport,State College,
Hafer Petroleum Equipment Heliport,Reading,
Tidioute Airport,Tidioute,
Wind Drift Heliport,Wind Gap,
Morton's Airport,Cambridge Springs,
Crozer-Chester Heliport,Chester,
Parker-Cramer Airport,Clarion,
Uphill Airport,Claysville,
Buckingham Airport,Doylestown,
Barnhart Airport,Flinton,
Cider Field,Friedensburg,
St Mary Hospital Heliport,Langhorne,
Haig-K Heliport,Lionville,
Poverty Airport,Mackeyville,
Hahn Heliport,Nazareth,
Peco Oregon Shop Heliport,Philadelphia,
Pittsburgh City Center Heliport,Pittsburgh,
Robbins Nest Heliport,Quakertown,
Robert Packer Hospital Heliport,Sayre,
Lazy J. Ranch Airport,Springbrook,
Smithkline Beecham Heliport,Swedeland,
Warminster Hospital Heliport,Warminster,
River Hill Heliport,Bloomsburg,
Home Safe Airport,Ellsworth/Bentleyville,
Kikkatuck Ii Seaplane Base,Freeport,
Press Enterprise Heliport,Bloomsburg,
Ramada Inn-Gettysburg Heliport,Gettysburg,
Conemaugh Valley Memorial Hospital Heliport,Johnstown,
Va Medical Center Heliport,Lebanon,
Mazzuca Heliport,Pottsville,
Travis Airport,Smicksburg,
West Penn Township Airport,Tamaqua,
Alfragide heliport,Alfragide,
Barlavento heliport,Portimao,
Fafe heliport,Fafe,
Hospital Amadora heliport,Sintra,
Hospital de Santa Cruz heliport,Carnaxide,
Hospital de Sao Teotonio heliport,Viseu,
Hospital Distrital de Abrantes heliport,Abrantes,
Hospital Distrital de Faro heliport,Faro,
Hospital Distrital de Guarda heliport,Guarda,
Hospital Distrital Leiria heliport,Leiria,
Hospital Divino Espirito Santo heliport,"Ponta Delgada, Azores Islands",
Hospital José Joaquim Fernandes heliport,Beja,
Hospital Pedro Hispano heliport,Matosinhos,
Hospital Santa Maria Da Feira heliport,Santa Maria Da Feira,
Loule heliport,Loule,
Nisa heliport,Nisa,
Ponte de Sor heliport,Ponte de Sor,
Santa Maria Da Feira heliport,Santa Maria Da Feira,
Sines heliport,Sines,
Field Campo de Vôo de Benavente,"Benavente, Portugal",
Chuuk International Airport,Weno Island,TKK
Pohnpei International Airport,Pohnpei Island,PNI
Babelthuap Airport,Babelthuap Island,ROR
Kosrae International Airport,Okat,KSA
Yap International Airport,Yap Island,YAP
Puas Airport,Puas Mission,PUA
Wake Island Airfield,Wake Island,AWK
Port Walter Seaplane Base,Port Walter,PWR
Iturbe Airport,Iturbe,
Coronel Oviedo Airport,Coronel Oviedo,
Isla Pucu Airport,Isla Pucu,
Hugo Stroessner Airport,Hugo Stroessner,
Nueva Australia Airport,Nueva Australia,
Puerto Guaraní Airport,Puerto Guaraní,
Estancia Cunataí Airport,Porto María,
Colonia Carmelo Peralta Airport,Colonia Carmelo Peralta,
Puerto La Esperanza Airport,Puerto La Esperanza,
Puerto Risso Airport,Puerto Risso,
Puerto Alegre Airport,Puerto Alegre,
Puerto Calera Airport,Puerto Calera,
Puerto Max Airport,Puerto Max,
Puerto Itapucu Airport,Puerto Itapucu,
Puerto Abente Airport,Puerto Abente,
Puerto Boqueron Airport,Puerto Boqueron,
Puerto Michi Airport,Puerto Michu,
Estancia Lomas Airport,Rosario,
Villa Rey Airport,Villa Rey,
Santa Clara Airport,Santa Clara,
Estancia Herradura Airport,Estancia Herradura,
San Cosme y Damian Airport,San Cosme y Damian,
Coronel Bogado Airport,Coronel Bogado,
Estancia Trementina Airport,Estancia Trementina,
Estancia Coeyu Airport,Estancia Coeyu,
Salto del Guaira Airport,Salto del Guaira,
Bahía Negra Airport,Bahía Negra,BFA
Fuerte Olimpo Airport,Fuerte Olimpo,OLK
Puerto Leda Airport,Puerto Leda,PBT
Puerto La Victoria Airport,Puerto La Victoria,PCJ
Perry Island Seaplane Base,Perry Island,PYL
Kili Airport,Kili Island,KIO
Hamad International Airport,Doha,DOH
As Salwa Border Post helipad,,
Igaliku Heliport,Igaliku,QFX
Alkali Lake State Airport,Alkali Lake,
Wakonda Beach State Airport,Waldport,
Rakanda Airport,Rakanda,RAA
Arawa Airport,Arawa,RAW
Oram Airport,,RAX
Sierra Blanca Airport,Sierra Blanca,
Raba Raba Airport,Rabaraba,RBP
Rock Creek Airport,Clinton,
Gangshan Air Force Base,Gangshan,
Kinmen Airport,Shang-I,KNH
Pingtung South Airport,Pingtung,
Longtan Air Base,Longtan Township,
Matsu Nangan Airport,Nangang Island,LZN
Taitung Airport,Taitung City,TTT
Lyudao Airport,Lyudao,GNI
Taoyuan Air Base,Taoyuan City,
Kaohsiung International Airport,Kaohsiung City,KHH
Chiayi Airport,Chiayi City,CYI
Hengchun Airport,Hengchung,HCN
Taichung Airport,Taichung City,TXG
Lanyu Airport,Orchid Island,KYD
Taichung Ching Chuang Kang Airport,Taichung City,RMQ
Matsu Beigan Airport,Beigan Island,MFK
Tainan Airport,Tainan City,TNN
Hsinchu Air Base,Hsinchu City,HSZ
Makung Airport,Makung City,MZG
Chihhang Air Base,Taitung City,
Pingtung North Airport,Pingtung,PIF
Taipei Songshan Airport,Taipei City,TSA
Taiwan Taoyuan International Airport,Taipei,TPE
Wang-an Airport,Wang-an,WOT
Hualien Airport,Hualien City,HUN
Red Devil Airport,Red Devil,RDV
Rehoboth Airport,Rehoboth Beach,REH
N 210 Helipad,,
Rheinstetten Airport,,
Kent County Memorial Hospital Heliport,Warwick,
Grayrock Ridge Heliport,Cumberland,
Port Edgewood Marine Heliport,Cranston,
Tiverton Seaplane Base,Tiverton,
Wing-Over Farm Airport,Tiverton,
South County Hospital Heliport,Wakefield,
Portsmouth Ramada Heliport,Portsmouth,
Riconn Airport,Greene,
Quonset State Air Reserve National Guard Helipad,North Kingstown,
Foxridge Farm Heliport,West Kingston,
H. Chambers Cadillac Heliport,Providence,
One Hospital Trust Heliport,Providence,
Keskinen Balloonport,Coventry Center,
Mystery Farm Airport,Cranston,
Goat Island Heliport,Newport,
Capital Center Heliport,Providence,
Westerly Hospital Heliport,Westerly,
Duke Heliport,Newport,
Rhode Island Hospital Heliport,Providence,
Landmark Medical Center Heliport,Woonsocket,
Plouffe Landing Seaplane Base,Glocester,
East Arnolda Farm Heliport,Charlestown,
Downtown Providence Helistop,Providence,
Akasaka Press Center Heliport,Tokyo,
Sagami Depot Heliport,Sagamihara,
Shikabe Airport,,
Narita International Airport,Tokyo,NRT
Matsumoto Airport,Matsumoto,MMJ
Hyakuri Airport,Omitama,IBR
Kasumigaura Airport,,
Minami Torishima Airport,,MUS
Niijima Airport,Niijima Village,
Fuji Air Base,Gotemba,
Iwo Jima Airport,,IWO
Kozushima Airport,Kozushima,
Kansai International Airport,Osaka,KIX
Nanki Shirahama Airport,Shirahama,SHM
Kobe Airport,Kobe,UKB
Hiroshimanishi Airport,,HIW
Kohnan Airport,,
Maizuru Heliport,Maizuru,
Tajima Airport,Tajima,TJH
Asahikawa Airport,,
Tokachi-Obihiro Airport,Obihiro,OBO
New Chitose Airport,Chitose / Tomakomai,CTS
Hakodate Airport,Hakodate,HKD
Chitose Air Base,,
Kushiro Airport,Kushiro,KUH
Memanbetsu Airport,?zora,MMB
Nakashibetsu Airport,Nakashibetsu,SHB
Okadama Airport,Sapporo,OKD
Rebun Airport,Rebun,RBJ
Tokachi Airport,,
Wakkanai Airport,Wakkanai,WKJ
Amakusa Airport,,
Iki Airport,Iki,IKI
Yamaguchi Ube Airport,Ube,UBJ
Kamigoto Airport,Kamigoto,
Metabaru Air Base,,
Ojika Airport,Ojika,
Tsushima Airport,Tsushima,TSJ
Monbetsu Airport,Monbetsu,MBE
Asahikawa Airport,Asahikawa / Hokkaid?,AKJ
Okushiri Airport,Okushiri Island,OIR
Rishiri Airport,Rishiri,RIS
Ashiya Airport,,
Yakushima Airport,Yakushima,KUM
Fukue Airport,Goto,FUJ
Fukuoka Airport,Fukuoka,FUK
New Tanegashima Airport,Tanegashima,TNE
Kagoshima Airport,Kagoshima,KOJ
Miyazaki Airport,Miyazaki,KMI
Nyutabaru Airport,,
Oita Airport,Oita,OIT
Kitakyūshū Airport,Kitakyūshū,KKJ
Saga Airport,Saga,HSG
Kumamoto Airport,Kumamoto,KMJ
Nagasaki Airport,Nagasaki,NGS
Kanoya Airport,,
Tsuiki Air Field,Tsuiki,
Chubu Centrair International Airport,Tokoname,NGO
Amami Airport,Amami,ASJ
Okierabu Airport,Okinoerabujima,OKE
Kikai Airport,Kikai,KKX
Tokunoshima Airport,Tokunoshima,TKN
Nagoya Airport,Nagoya,NKM
Fukui Airport,,FKJ
Gifu Airport,Gifu,QGU
Hamamatsu Airport,,
Komatsu Airport,Kanazawa,KMQ
Oki Airport,Okinoshima,OKI
Mt. Fuji Shizuoka Airport,Makinohara / Shimada,FSZ
Toyama Airport,Toyama,TOY
Noto Airport,Wajima,NTQ
Shizuhama Airport,,
Hiroshima Airport,Hiroshima,HIJ
Okayama Airport,Okayama City,OKJ
Izumo Airport,Izumo,IZO
Akeno Airport,,
Hofu Airport,,
Miho Yonago Airport,Yonago,YGJ
Iwakuni Marine Corps Air Station,Iwakuni,
K?chi Ry?ma Airport,Nankoku,KCZ
Matsuyama Airport,Matsuyama,MYJ
Osaka International Airport,Osaka,ITM
Komatsushima Heliport,Komatsushima,
Tottori Airport,Tottori,TTJ
Tokushima Airport,Tokushima,TKS
Takamatsu Airport,Takamatsu,TAK
Iwami Airport,Masuda,IWJ
Yao Airport,Yao,
Ozuki Airport,,
Aomori Airport,Aomori,AOJ
Yamagata Airport,Yamagata,GAJ
Sado Airport,Sado,SDS
Fukushima Airport,Sukagawa,FKS
Hachinohe Airport,,HHE
Hanamaki Airport,,HNA
Akita Airport,Akita,AXT
Misawa Air Base,Misawa,MSJ
Niigata Airport,Niigata,KIJ
JASDF Airport,Ominato,
Odate Noshiro Airport,Odate,ONJ
Sendai Airport,Sendai,SDJ
Matsushima Air Base,Ishinomaki,
Sendai Kasuminom Airport,,
Shonai Airport,Shonai,SYO
Atsugi Naval Air Facility,,NJA
Tachikawa Airfield,Tokyo,
Tateyama Airport,,
Chofu Airport,Tokyo,
Hachijojima Airport,Hachijojima,HAC
Tokyo Heliport,Tokyo,QXO
Iruma Air Base,Tokyo,
Kisarazu Airport,,
Shimofusa Airport,,
Oshima Airport,Izu Oshima,OIM
Miyakejima Airport,Miyakejima,MYE
Kastner Army Heliport,Camp Zama,
Soumagahara Heliport,Maebashi,
Tokyo International Airport,Tokyo,HND
Utsunomiya Airport,,QUT
Yokosuka Heliport,,
Yokota Air Base,Fussa,OKO
H 250 Heliport,Camp Merser,
C 281 Heliport,,
G 404 Airport,,
G 231 Airport,,
G 237 Airport,,
G 312 Airport,,
G 406 Airport,,
G 233 Airport,,
G 314 Airport,,
C 100 Heliport,,
C 106 Heliport,Incheon,
C 114 Heliport,,
C 116 Heliport,Camp Custer North,
C 118 Heliport,Camp McNair,
H 122 Heliport,Camp Greaves,
C 123 Heliport,DMZ Service Center,
C 126 Heliport,,
C 132 Heliport,,
C 135 Heliport,,
C 141 Heliport,Camp Irwin,
C 143 Heliport,,
G 500 Airport,,
G 413 Airport,,
G 313 Airport,,
G 522 Airport,,
G 107 Airport,,
G 218 Airport,,
G 219 Airport,,
G 203 Airport,,
C 181Heliport,,
C 183 Heliport,,
C 184 Heliport,Boreumdo-ri,
C 265 Heliport,Topyonri,
G 307 Airport,,
G 420 Airport,,
G 418 Airport,,
G 417 Airport,,
G 225 Airport,,
G 238 Airport,,
G 227 Airport,,
G 228 Airport,,
G 239 Airport,,
C 271 Heliport,Seoul,
C 316 Heliport,,
C 325 Heliport,,
C 327 Heliport,ROK 5th Division,
C 332 Heliport,,
C 335 Heliport,,
C 400 Heliport,Wonju,
C 406 Heliport,,
C-408 Heliport,,
C-411 Heliport,,
C-412 Heliport,,
C 424 Heliport,Wonju,
C 426 Heliport,,
C 427 Heliport,,
C 428 Heliport,ROK 12th Division,
C 432 Heliport,,
C 433 Heliport,,
G 240 Airport,,
G 317 Airport,,
G 311 Airport,,
G 414 Airport,,
G 412 Airport,,
G 419 Airport,,
G 530 Airport,,
C 504 Heliport,Reno Hills,
C 507 Heliport,,
C 512 Heliport,Camp Howard,
C 514 Heliport,,
C 516 Heliport,,
C 517 Heliport,,
C 518 Heliport,"""Bucket""",
C 519 Heliport,,
C 521 Heliport,"""Junction City""",
C 523 Heliport,,
C 527 Heliport,,
C 528 Heliport,ROK 32nd Division,
C 531 Heliport,,
C 535 Heliport,,
C 613 Heliport,,
H 704 Heliport,,
H 809 Heliport,,
C 232 Heliport,,
G 526 Airport,,
G 501 Airport,,
H 401 Heliport,,
H 805 Heliport,Daegu,
G 806 Airport,,
H 831 Heliport,,
H 832 Heliport,Camp Carol,
C 714 Heliport,,
C 715 Heliport,,
C 716 Heliport,,
C 717 Heliport,,
C 718 Heliport,,
C 719 Heliport,,
C 720 Heliport,,
C 723 Heliport,,
C 816 Heliport,,
C 817 Heliport,,
C 818 Heliport,,
C 821 Heliport,Wonhyo-san Mt.,
C 822 Heliport,,
C 823 Heliport,,
C 824 Heliport,,
C 826 Heliport,,
G 712 Airport,,
H 209 Heliport,,
C 187 Heliport,,
C 415 Heliport,,
C 431 Heliport,,
C 524 Heliport,,
C 827 Heliport,,
C 828 Heliport,,
C 621 Heliport,,
G 710 Airport,,
G 605 Airport,,
C 102 Heliport,,
C272 Heliport,,
C 145 Heliport,,
C 201 Heliport,,
H 105 Heliport,,
C 176 Heliport,,
C 150 Heliport,HQ Capital Corps,
C 136 Heliport,,
C 240 Heliport,,
C 243 Heliport,,
C 286 Heliport,,
C 288 Heliport,,
C 107 Heliport,Incheon,
C 244,,
C 120 Heliport,,
C 245 Heliport,,
C 249 Heliport,,
G 405 Airport,,
C 429 Heliport,,
C 434 Heliport,,
C 329 Heliport,,
C 425 Heliport,Girin-Myeon,
C 533 Heliport,,
N 109 Helipad,,
N 203 Helipad,Baega-ri,
N 211 Helipad,,
N 212 Helipad,,
N 214 Helipad,,
N 215 Helipad,,
N 220 Helipad,Jumundo Island,
N 229 Helipad,,
N 305 Helipad,Port Hamilton,
N 307 Helipad,Anma Island,
N 308 Helipad,Heuksangdo Island,
N 310 Helipad,,
N 315 Helipad,,
N 316 Helipad,Sangtae-do,
N 318 Helipad,Udo Island,
N 321 Helipad,Jeju Island,
N 323 Helipad,,
N 324 Helipad,Sang-Chuja Island,
N 325 Helipad,Ha-Chuja Island,
N 100 Helipad,,
N 201 Helipad,Poseung,
N 204 Helipad,,
N 205 Helipad,Eoncheong Island,
N 101 Helipad,,
N 221 Helipad,,
N 208 Helipad,Daecheong Island,
N 218 Helipad,,
N 219 Helipad,Seogmo-do Island,
N 231 Helipad,Boreumdo-ri,
N-304 Helipad,Sodo Island,
C 168 Heliport,,
C 252 Heliport,,
C 283 Heliport,,
C 285 Heliport,,
C 289 Heliport,,
N 102 Helipad,,
G 802 Airport,Masan,
N 206 Helipad,Yeonpyeong Island,
N 207 Helipad,Baegryeong-do Island,
N 105 Helipad,Liancort Rocks,
N 104 Helipad,Ulleung-do Island,
Muan International Airport,,MWX
Gwangju Airport,Gwangju,KWJ
Kunsan Air Base,Kunsan,KUV
Mokpo Airport,Mokpo,MPK
Jeon Ju Airport,Jeon Ju,CHN
Yeosu Airport,Yeosu,RSU
A-306 Airport,Chun Chon City,QUN
Sokcho Airport,,SHO
Gangneung Airport,Gangneung,KAG
Wonju Airport,Wonju,WJU
Yangyang International Airport,Sokcho / Gangneung,YNY
Jeju International Airport,Jeju City,CJU
Jeongseok Airport,Jeju Island,JDG
Jinhae Airport,Jinhae,CHF
Gimhae International Airport,Busan,PUS
Sacheon Air Base,Sacheon,HIN
Ulsan Airport,Ulsan,USN
G 222 Airport,,
G 103 Airport,,
G 301 Airport,,
G 213 Airport,,
G 510 Airport,,
G 217 Airport,,
G 110 Airport,,
G 113 Airport,,
N 200 Heliport,,
A 511 Airport,,
Central 119 Rescue Heliport,,
Incheon International Airport,Seoul,ICN
Seoul Air Base,,SSN
Osan Air Base,,OSN
Gimpo International Airport,Seoul,GMP
Suwon Airport,,SWU
H 207 Heliport,,
H 264 Heliport,Seoul,
Seongmu Airport,,
Pohang Airport,Pohang,KPO
Jungwon Air Base,,
Daegu Airport,Daegu,TAE
Seosan Air Base,Seosan,
Cheongju International Airport,Cheongju,CJJ
Yecheon Airport,,YEC
Kairuku Airport,Yule Island,RKU
G 505 Airport,,
G 536 Airport,,
Rampart Airport,Rampart,
Corvera/Murcia International Airport,Corvera,RMU
Clinceni Airfield,Clinceni,
Banesti,,
Bucovina Fly Club,R?d?u?i,
"Ineu ""King's Land"" field",,
Lester Helo Pad Nº 2,,
White Beach Helipad CFAO,,
Naha Airport,Naha,OKA
Ie Shima Auxiliary Air Base,,
Kadena Air Base,,DNA
Ishigaki Airport,Ishigaki,ISG
Kumejima Airport,,UEO
Kerama Airport,Kerama,KJP
Minami-Daito Airport,Minamidait?,MMD
Miyako Airport,Miyako City,MMY
Aguni Airport,Aguni,AGJ
Ie Jima Airport,Ie,IEJ
Hateruma Airport,Hateruma,HTR
Kitadaito Airport,Kitadait?jima,KTD
Shimojishima Airport,Shimojishima,SHI
Tarama Airport,Tarama,TRA
Yoron Airport,Yoronjima,RNJ
Futenma Marine Corps Air Station,,
Yonaguni Airport,,OGN
Pagbilao Grande Island Airport,,
Nonoc Airport,,
MRMP Airport,Ramon,
Pasar Airport,,
Seahawk Lz Airport,,
Malita Airport,,
Pinamalayan Airport,,
Subic Bay International Airport,Olongapo City,SFS
Clark International Airport,Angeles City,CRK
Laoag International Airport,Laoag City,LAO
Jomalig Island Airport,Jomalig,
Ninoy Aquino International Airport,Manila,MNL
Palanan Municipal Airport,Palanan,
Cuyo Airport,Cuyo,CYU
Legazpi City International Airport,Legazpi City,LGP
Carmen Rosales Airstrip,Carmen,
Sangley Point Air Base,Cavite City,NSP
Itbayat Airport,Itbayat,
Lubang Airport,,LBX
Fort Magsaysay Airport,,
Corregidor Airport,Corregidor,
Alabat Island Airport,Alabat Island,
Sorsogon,,
Allah Valley Airport,Surallah,AAV
Rajah Buayan Air Base,General Santos City,
Awang Airport,Cotabato City,CBO
Francisco Bangoy International Airport,Davao City,DVO
Bancasi Airport,Butuan City,BXU
Bislig Airport,,BPH
Dipolog Airport,Dipolog City,DPL
Camiguin Airport,,CGM
Iligan Airport,,IGN
Jolo Airport,,JOL
Cagayan De Oro Airport,Cagayan De Oro City,CGY
Malabang Airport,Malabang,MLP
Sanga Sanga Airport,,SGS
Labo Airport,Ozamiz City,OZC
Pagadian Airport,Pagadian City,PAG
Mati National Airport,,MXI
General Santos International Airport,General Santos,GES
Surigao Airport,Surigao City,SUG
Cagayan de Sulu Airport,Mapun,CDY
Ipil Airport,Ipil,IPE
Tandag Airport,,TDG
Liloy Airport,,
Malaybalay Airport,Malaybalay City,
Zamboanga International Airport,Zamboanga City,ZAM
Siargao Airport,Del Carmen,IAO
Bantayan Airport,,
Cesar Lim Rodriguez Airport,"Taytay Airport, Sandoval Airport",RZP
Maasin Airport,,
Ubay Airport,Ubay,
Semirara Airport,Caluya,
Aparri (Maura) Airport,,
Loakan Airport,Baguio City,BAG
Daet Airport,Daet,DTE
Lucena Airport,Lucena,
Basa Air Base,,
Lingayen Airport,,
San Jose Airport,San Jose,SJI
Iba Airport,Iba,
Castillejos Airport,Castillejos,
Calapan Airport,Calapan City,
Fernando Air Base,,
Mamburao Airport,,MBO
Naga Airport,Naga,WNP
Basco Airport,Basco,BSO
Vigan Airport,Vigan City,
Dr.Juan C. Angara Airport,Baler,BQA
San Fernando Airport,,SFE
Tuguegarao Airport,Tuguegarao City,TUG
Bulan Airport,Bulan,
Virac Airport,Virac,VRC
Marinduque Airport,Gasan,MRQ
Plaridel Airport,Plaridel,
Cauayan Airport,Cauayan City,CYZ
Bagabag Airport,,
Daniel Z. Romualdez Airport,Tacloban City,TAC
Bacolod-Silay City International Airport,Bacolod City,BCD
Calbayog Airport,Calbayog City,CYP
Sibulan Airport,Dumaguete City,DGT
Godofredo P. Ramos Airport,Malay,MPH
Catarman National Airport,Catarman,CRM
Guiuan Airport,Guiuan,
Hilongos Airport,Hilongos,
Iloilo International Airport,Iloilo City,ILO
Moises R. Espinosa Airport,Masbate,MBT
Kalibo International Airport,Kalibo,KLO
Wasig Airport,Mansalay,
Mactan Cebu International Airport,Lapu-Lapu City,CEB
Ormoc Airport,Ormoc City,OMC
Puerto Princesa Airport,Puerto Princesa City,PPS
Biliran Airport,,
Roxas Airport,Roxas City,RXS
Evelio Javier Airport,San Jose,EUQ
Tagbilaran Airport,Tagbilaran City,TAG
Romblon Airport,Romblon,TBH
Francisco B. Reyes Airport,Coron,USU
Borongan Airport,Borongan City,
Catbalogan Airport,,
Siquijor Airport,,
Bela Crkva Airport,Bela Crkva,
Bojnik Airport,Bojnik,
"Aerodrom ""13.Maj""",,
Sportski aerodrom Kikinda,,
Sombor Airport,Sombor,
Sombor Airport,Sombor,
Levashovo Air Base,St. Petersburg,
Afrikanda Air Base,,
Alexandrovo Air Base,,
Aleysk Air Base,Aleysk,
Andreapol Air Base,Andreapol,
Arabatuk Air Base,Daurija,
Ashchebutak Air Base,Novoorsk,
Bada Air Base,Bada,
Bakhmutovo Air Base,Rzhev,
Balashov Air Base,Balashov,
Baltiysk Air Base,Baltiysk,
Khariusny Airfield,Umbozero,
Bezrechnaya-2 Air Base,Mirnaya,
Borisoglebsk Air Base,Borisoglebsk,
Khotilovo Air Base,Bologoye,
Lipetsk Air Base,Lipetsk,
Pugachev Airport,Pugachev,
Buturlinovka Air Base,Buturlinovka,
Chebenki Air Base,Orenburg,
Chekurovka Air Base,Tiksi,
